employee_id,age,gender,department,job_role,monthly_income,years_at_company,overtime,job_satisfaction,work_life_balance,training_hours,performance_rating,distance_from_home,attrition
EMP01254,36,Female,Marketing,SEO Specialist,142492.0,16,No,2.0,3.0,43,5,24,No
EMP01255,49,Female,Operations,Operations Manager,96695.0,15,Yes,2.0,5.0,51,3,9,No
EMP01256,38,Female,Marketing,Marketing Executive,79698.0,4,No,3.0,2.0,52,4,23,Yes
EMP01257,54,Female,IT,Data Analyst,103678.0,12,No,5.0,2.0,69,2,5,No
EMP01258,26,Female,Sales,Sales Executive,53180.0,18,Yes,4.0,2.0,25,2,24,No
EMP01259,42,Female,Marketing,Marketing Executive,141411.0,19,Yes,1.0,3.0,27,4,34,Yes
EMP01260,49,Male,IT,Developer,71246.0,2,No,2.0,2.0,28,1,1,Yes
EMP01261,50,Male,Sales,Sales Manager,113678.0,11,Yes,3.0,1.0,31,4,19,No
EMP01262,23,Female,Sales,Sales Manager,96596.0,16,Yes,1.0,5.0,15,2,26,No
EMP01263,41,Female,HR,Recruiter,101816.0,16,Yes,4.0,5.0,64,4,10,No
EMP01264,54,Female,HR,Recruiter,128577.0,10,Yes,2.0,5.0,31,2,10,Yes
EMP01265,26,Male,Marketing,SEO Specialist,125721.0,9,Yes,5.0,3.0,66,1,37,No
EMP01266,23,Female,Operations,Operations Manager,80152.0,6,Yes,2.0,4.0,38,2,20,Yes
EMP01267,32,Female,Finance,Accountant,78806.0,9,Yes,5.0,1.0,53,4,37,No
EMP01268,27,Male,Operations,Operations Manager,118645.0,17,Yes,3.0,1.0,64,3,29,Yes
EMP01269,29,Female,IT,Data Analyst,99092.0,0,No,5.0,4.0,11,5,24,Yes
EMP01270,38,Male,Sales,Sales Executive,71099.0,4,No,3.0,5.0,19,3,8,No
EMP01271,24,Male,Sales,Sales Manager,137200.0,0,No,1.0,2.0,60,2,9,No
EMP01272,34,Female,Marketing,Marketing Executive,61776.0,4,Yes,5.0,1.0,51,4,36,No
EMP01273,31,Female,HR,HR Executive,135234.0,5,No,4.0,4.0,52,3,33,No
EMP01274,36,Male,Marketing,Marketing Executive,101579.0,6,No,3.0,1.0,71,3,35,No
EMP01275,26,Male,IT,Data Analyst,48016.0,9,Yes,3.0,5.0,55,3,38,Yes
EMP01276,40,Female,IT,Developer,141903.0,5,Yes,5.0,4.0,66,2,35,No
EMP01277,34,Female,Marketing,SEO Specialist,61533.0,3,Yes,3.0,3.0,47,4,11,No
EMP01278,33,Male,Finance,Financial Analyst,66368.0,8,Yes,2.0,3.0,7,4,28,Yes
EMP01279,24,Female,Finance,Accountant,31615.0,9,No,3.0,4.0,15,4,27,No
EMP01280,34,Male,Operations,Operations Executive,64470.0,2,Yes,4.0,5.0,22,4,37,Yes
EMP01281,46,Female,Sales,Sales Manager,88291.0,7,No,4.0,4.0,33,3,26,No
EMP01282,40,Male,Operations,Operations Executive,53133.0,7,No,4.0,5.0,19,3,3,No
EMP01283,37,Female,Finance,Financial Analyst,79399.0,16,Yes,3.0,3.0,52,5,5,Yes
EMP01284,35,Male,IT,Data Analyst,76097.0,17,No,5.0,5.0,60,1,4,No
EMP01285,38,Female,HR,Recruiter,94445.0,14,Yes,5.0,4.0,42,5,10,No
EMP01286,50,Male,Finance,Accountant,112043.0,13,Yes,4.0,2.0,17,2,33,No
EMP01287,36,Male,Operations,Operations Manager,90020.0,4,Yes,3.0,4.0,37,4,33,No
EMP01288,48,Male,Sales,Sales Executive,146079.0,7,Yes,5.0,2.0,70,4,22,Yes
EMP01289,25,Female,IT,Developer,60109.0,4,Yes,3.0,1.0,29,2,24,Yes
EMP01290,38,Female,IT,Data Analyst,46946.0,7,Yes,5.0,3.0,56,2,27,No
EMP01291,23,Male,IT,Developer,86009.0,4,Yes,3.0,3.0,74,3,7,Yes
EMP01292,59,Female,Marketing,SEO Specialist,51926.0,7,Yes,1.0,3.0,33,1,37,Yes
EMP01293,53,Female,Operations,Operations Executive,126249.0,5,Yes,3.0,4.0,60,5,25,No
EMP01294,24,Male,IT,Developer,59986.0,15,No,3.0,4.0,5,1,16,No
EMP01295,32,Male,HR,Recruiter,98598.0,7,No,1.0,2.0,32,5,9,No
EMP01296,43,Male,Operations,Operations Executive,56481.0,7,No,1.0,2.0,31,3,25,Yes
EMP01297,45,Female,Operations,Operations Manager,50009.0,18,Yes,2.0,5.0,36,2,32,Yes
EMP01298,34,Female,Sales,Sales Manager,125871.0,11,Yes,2.0,4.0,47,3,27,No
EMP01299,57,Female,Finance,Accountant,61978.0,16,No,3.0,1.0,43,1,7,No
EMP01300,28,Male,Marketing,Marketing Executive,79607.0,7,Yes,3.0,5.0,14,2,7,Yes
EMP01301,58,Male,Marketing,SEO Specialist,115360.0,6,Yes,3.0,1.0,8,3,3,Yes
EMP01302,49,Female,HR,Recruiter,132422.0,16,No,2.0,1.0,25,4,23,No
EMP01303,46,Male,Finance,Accountant,28952.0,19,No,1.0,2.0,11,5,29,Yes
EMP01304,23,Female,Operations,Operations Manager,74757.0,15,No,5.0,5.0,60,2,32,No
EMP01305,51,Male,HR,Recruiter,125153.0,15,No,4.0,2.0,9,2,39,No
EMP01306,32,Female,Finance,Accountant,60183.0,16,Yes,5.0,5.0,52,4,6,Yes
EMP01307,35,Female,HR,Recruiter,101054.0,15,Yes,4.0,5.0,51,4,32,No
EMP01308,35,Male,Sales,Sales Manager,84768.0,19,No,4.0,3.0,64,5,10,No
EMP01309,42,Female,HR,HR Executive,35528.0,16,No,2.0,2.0,25,4,1,Yes
EMP01310,47,Female,Marketing,SEO Specialist,88472.0,3,Yes,1.0,3.0,49,4,5,Yes
EMP01311,44,Male,HR,HR Executive,61373.0,15,Yes,5.0,1.0,64,3,16,No
EMP01312,28,Male,IT,System Admin,108008.0,18,No,1.0,2.0,49,2,3,Yes
EMP01313,31,Female,HR,HR Executive,116951.0,8,Yes,3.0,1.0,75,4,16,No
EMP01314,57,Male,Marketing,Marketing Executive,30079.0,19,No,5.0,5.0,10,4,5,No
EMP01315,59,Female,HR,HR Executive,76818.0,1,No,5.0,5.0,58,4,17,No
EMP01316,59,Female,Finance,Financial Analyst,116654.0,14,No,2.0,1.0,71,5,31,No
EMP01317,39,Male,HR,HR Executive,125560.0,16,Yes,5.0,3.0,14,5,34,No
EMP01318,34,Female,HR,HR Executive,46038.0,11,Yes,3.0,5.0,48,4,2,No
EMP01319,55,Male,Marketing,Marketing Executive,41876.0,19,Yes,5.0,3.0,79,1,11,No
EMP01320,30,Female,IT,Developer,39639.0,6,Yes,3.0,5.0,40,4,18,Yes
EMP01321,26,Female,Marketing,SEO Specialist,69839.0,9,Yes,3.0,1.0,71,3,18,Yes
EMP01322,23,Female,Finance,Financial Analyst,52740.0,4,Yes,1.0,2.0,9,2,21,No
EMP01323,41,Male,HR,HR Executive,142744.0,7,Yes,4.0,5.0,66,3,26,No
EMP01324,47,Female,Finance,Accountant,115791.0,3,No,1.0,3.0,19,2,1,Yes
EMP01325,23,Male,HR,HR Executive,41350.0,0,Yes,4.0,2.0,22,1,30,Yes
EMP01326,42,Female,HR,Recruiter,44589.0,15,No,3.0,1.0,47,5,13,No
EMP01327,45,Female,Finance,Accountant,27837.0,3,No,5.0,2.0,70,2,17,No
EMP01328,44,Female,Sales,Sales Manager,102085.0,13,No,2.0,5.0,66,2,13,No
EMP01329,25,Male,Marketing,Marketing Executive,57535.0,6,No,5.0,2.0,65,1,5,No
EMP01330,25,Male,Finance,Accountant,56283.0,18,No,2.0,2.0,12,1,24,Yes
EMP01331,48,Female,Operations,Operations Executive,98633.0,0,Yes,1.0,5.0,66,2,24,Yes
EMP01332,42,Female,HR,Recruiter,42522.0,14,No,1.0,5.0,7,3,19,No
EMP01333,43,Female,IT,Data Analyst,52002.0,16,Yes,4.0,5.0,23,5,2,Yes
EMP01334,32,Male,Finance,Financial Analyst,100350.0,12,Yes,2.0,3.0,73,3,38,Yes
EMP01335,40,Male,Finance,Financial Analyst,113241.0,7,Yes,3.0,1.0,44,2,2,Yes
EMP01336,27,Female,HR,HR Executive,118332.0,1,No,3.0,1.0,33,5,37,Yes
EMP01337,29,Male,IT,Data Analyst,144277.0,11,Yes,2.0,5.0,28,2,39,No
EMP01338,23,Female,Finance,Accountant,136688.0,5,Yes,2.0,4.0,7,1,24,Yes
EMP01339,35,Male,IT,Data Analyst,33108.0,9,Yes,4.0,3.0,37,4,22,No
EMP01340,40,Female,Sales,Sales Executive,90516.0,5,No,3.0,5.0,30,5,36,No
EMP01341,51,Male,Sales,Sales Manager,104251.0,6,No,2.0,5.0,8,1,14,No
EMP01342,34,Male,Marketing,SEO Specialist,115073.0,2,Yes,2.0,2.0,51,3,1,No
EMP01343,56,Male,IT,System Admin,26218.0,13,Yes,5.0,2.0,30,3,4,No
EMP01344,22,Male,HR,HR Executive,41878.0,7,No,1.0,5.0,56,3,27,No
EMP01345,43,Female,IT,Data Analyst,57813.0,15,No,4.0,1.0,14,5,18,No
EMP01346,38,Male,Operations,Operations Executive,33831.0,5,Yes,2.0,5.0,54,5,6,Yes
EMP01347,57,Female,HR,HR Executive,143115.0,6,Yes,1.0,3.0,48,5,29,Yes
EMP01348,26,Female,Finance,Financial Analyst,26645.0,7,Yes,5.0,2.0,61,2,6,Yes
EMP01349,57,Male,Marketing,SEO Specialist,34290.0,11,Yes,3.0,4.0,68,5,6,Yes
EMP01350,37,Female,Marketing,SEO Specialist,87948.0,10,No,1.0,3.0,76,4,12,No
EMP01351,46,Male,Finance,Accountant,94310.0,15,Yes,2.0,5.0,75,4,37,No
EMP01352,23,Male,Marketing,SEO Specialist,46113.0,2,Yes,4.0,3.0,72,4,19,Yes
EMP01353,22,Male,HR,HR Executive,93879.0,16,No,1.0,1.0,57,1,9,No
EMP01354,36,Male,Sales,Sales Executive,146162.0,1,No,3.0,5.0,24,3,8,No
EMP01355,55,Male,IT,Developer,62190.0,18,Yes,2.0,4.0,41,4,9,No
EMP01356,49,Male,Finance,Accountant,146747.0,17,No,1.0,4.0,31,1,17,Yes
EMP01357,41,Female,Marketing,Marketing Executive,77703.0,12,No,2.0,5.0,13,4,38,No
EMP01358,26,Female,Sales,Sales Executive,122955.0,2,No,1.0,1.0,28,4,14,Yes
EMP01359,46,Male,IT,Data Analyst,40330.0,9,No,2.0,5.0,72,2,36,No
EMP01360,39,Female,Marketing,Marketing Executive,71815.0,7,No,3.0,2.0,41,4,25,No
EMP01361,25,Female,HR,HR Executive,59019.0,9,No,5.0,2.0,20,3,29,No
EMP01362,39,Male,Marketing,SEO Specialist,139680.0,11,Yes,1.0,2.0,60,4,1,Yes
EMP01363,43,Male,Marketing,Marketing Executive,140437.0,3,Yes,5.0,1.0,20,1,22,Yes
EMP01364,37,Female,Finance,Financial Analyst,105974.0,18,No,2.0,4.0,67,4,1,No
EMP01365,49,Female,IT,System Admin,105840.0,6,Yes,2.0,5.0,16,5,14,Yes
EMP01366,27,Female,Marketing,SEO Specialist,46348.0,4,No,1.0,1.0,10,4,26,No
EMP01367,58,Female,HR,HR Executive,65484.0,13,Yes,5.0,5.0,44,3,28,Yes
EMP01368,40,Male,Sales,Sales Executive,135879.0,5,No,2.0,4.0,29,4,11,No
EMP01369,23,Male,Operations,Operations Executive,64015.0,16,No,2.0,5.0,52,3,16,No
EMP01370,52,Female,Finance,Accountant,147790.0,19,No,5.0,4.0,60,2,27,No
EMP01371,37,Male,Marketing,Marketing Executive,117943.0,19,Yes,5.0,2.0,13,2,28,No
EMP01372,57,Female,Operations,Operations Manager,116310.0,8,Yes,3.0,4.0,61,3,16,No
EMP01373,53,Female,IT,Data Analyst,146509.0,16,Yes,3.0,1.0,62,2,14,Yes
EMP01374,38,Female,Sales,Sales Manager,49945.0,14,No,5.0,5.0,44,1,27,No
EMP01375,49,Male,Operations,Operations Executive,128022.0,1,Yes,1.0,1.0,52,4,33,Yes
EMP01376,39,Female,IT,Data Analyst,32897.0,14,No,1.0,5.0,43,5,14,No
EMP01377,50,Female,Sales,Sales Executive,84660.0,19,Yes,4.0,5.0,72,2,28,No
EMP01378,51,Female,Operations,Operations Manager,89558.0,18,No,2.0,4.0,79,2,10,No
EMP01379,58,Female,Finance,Accountant,108251.0,8,No,3.0,5.0,53,3,6,No
EMP01380,45,Male,Marketing,Marketing Executive,44995.0,5,No,4.0,5.0,70,5,5,No
EMP01381,31,Male,IT,Developer,131554.0,10,No,2.0,1.0,41,4,34,Yes
EMP01382,43,Female,Sales,Sales Manager,127339.0,18,Yes,4.0,4.0,58,1,19,No
EMP01383,56,Male,Marketing,SEO Specialist,128917.0,14,Yes,1.0,3.0,21,2,29,No
EMP01384,38,Female,IT,System Admin,80309.0,16,Yes,1.0,2.0,61,5,39,Yes
EMP01385,57,Male,IT,Data Analyst,52684.0,17,No,3.0,3.0,35,1,38,No
EMP01386,25,Female,HR,Recruiter,139250.0,15,No,4.0,1.0,76,3,34,No
EMP01387,32,Male,HR,Recruiter,25244.0,5,Yes,5.0,2.0,30,3,8,No
EMP01388,29,Male,IT,Developer,112802.0,1,Yes,1.0,5.0,26,1,27,No
EMP01389,54,Female,Finance,Accountant,35346.0,18,Yes,5.0,1.0,34,5,8,Yes
EMP01390,38,Female,HR,Recruiter,50920.0,11,No,3.0,2.0,76,3,8,No
EMP01391,49,Male,IT,Developer,60843.0,18,Yes,1.0,5.0,55,5,37,Yes
EMP01392,57,Female,HR,HR Executive,83745.0,1,No,5.0,2.0,21,5,25,No
EMP01393,29,Male,Operations,Operations Executive,65108.0,14,No,5.0,4.0,17,4,2,No
EMP01394,40,Female,Sales,Sales Executive,147020.0,12,No,2.0,4.0,59,4,34,No
EMP01395,24,Female,Sales,Sales Executive,65160.0,14,Yes,2.0,2.0,29,4,15,Yes
EMP01396,52,Male,Marketing,SEO Specialist,73821.0,13,No,1.0,2.0,24,3,17,No
EMP01397,53,Female,HR,HR Executive,141680.0,11,No,3.0,4.0,67,2,17,No
EMP01398,57,Female,Marketing,SEO Specialist,107641.0,16,Yes,4.0,2.0,76,5,23,Yes
EMP01399,41,Male,IT,Developer,25947.0,14,No,1.0,3.0,71,2,33,Yes
EMP01400,40,Male,Sales,Sales Executive,113954.0,14,Yes,1.0,2.0,43,1,18,Yes
EMP01401,53,Female,Marketing,SEO Specialist,87539.0,7,No,3.0,2.0,43,3,13,Yes
EMP01402,23,Male,HR,Recruiter,149983.0,13,Yes,1.0,4.0,68,2,36,Yes
EMP01403,25,Female,Sales,Sales Manager,129887.0,19,No,2.0,5.0,58,5,13,No
EMP01404,35,Male,Sales,Sales Executive,125890.0,17,No,1.0,4.0,72,5,18,Yes
EMP01405,59,Male,Operations,Operations Executive,111067.0,15,No,4.0,5.0,20,4,16,No
EMP01406,30,Female,Sales,Sales Executive,38107.0,2,No,5.0,2.0,16,3,22,No
EMP01407,36,Female,HR,Recruiter,79081.0,0,No,1.0,2.0,77,1,13,Yes
EMP01408,36,Male,IT,Developer,88924.0,18,No,2.0,2.0,79,2,39,No
EMP01409,38,Male,Marketing,Marketing Executive,37661.0,6,No,4.0,3.0,55,4,31,No
EMP01410,34,Female,Sales,Sales Manager,71996.0,17,No,1.0,4.0,12,4,21,No
EMP01411,42,Male,Finance,Accountant,143294.0,18,Yes,3.0,2.0,55,3,35,Yes
EMP01412,26,Female,Marketing,SEO Specialist,81488.0,19,No,3.0,5.0,56,1,38,No
EMP01413,28,Female,HR,Recruiter,105093.0,1,No,5.0,5.0,42,5,37,Yes
EMP01414,50,Male,Finance,Accountant,79862.0,17,No,2.0,3.0,49,5,29,No
EMP01415,22,Female,Sales,Sales Manager,122555.0,11,No,4.0,5.0,41,3,35,No
EMP01416,40,Female,HR,Recruiter,56351.0,17,Yes,1.0,1.0,31,4,29,Yes
EMP01417,57,Female,Marketing,Marketing Executive,69293.0,18,Yes,1.0,1.0,78,5,27,No
EMP01418,23,Male,IT,System Admin,141308.0,17,No,1.0,5.0,48,2,34,No
EMP01419,23,Female,Marketing,SEO Specialist,31858.0,13,No,3.0,1.0,17,1,1,No
EMP01420,41,Male,HR,HR Executive,126611.0,2,No,5.0,1.0,16,4,27,No
EMP01421,26,Female,Finance,Accountant,46352.0,4,Yes,3.0,4.0,30,3,21,No
EMP01422,49,Female,Operations,Operations Manager,38305.0,15,No,2.0,1.0,30,4,25,Yes
EMP01423,46,Male,Marketing,Marketing Executive,81132.0,7,Yes,4.0,3.0,35,3,13,No
EMP01424,23,Male,Operations,Operations Manager,71326.0,2,No,4.0,1.0,32,4,22,No
EMP01425,36,Male,IT,System Admin,66751.0,10,No,3.0,2.0,70,5,14,Yes
EMP01426,52,Female,HR,Recruiter,37121.0,12,Yes,3.0,4.0,13,1,21,Yes
EMP01427,45,Female,Marketing,Marketing Executive,51567.0,1,No,4.0,5.0,37,5,14,No
EMP01428,59,Male,Finance,Accountant,131073.0,6,Yes,2.0,1.0,36,1,15,Yes
EMP01429,39,Male,HR,HR Executive,84799.0,12,Yes,2.0,3.0,29,2,14,Yes
EMP01430,41,Female,Finance,Financial Analyst,31457.0,5,No,1.0,1.0,40,1,34,No
EMP01431,35,Female,HR,HR Executive,135861.0,7,No,2.0,4.0,69,4,14,No
EMP01432,46,Female,Marketing,SEO Specialist,52460.0,2,No,2.0,4.0,11,3,39,No
EMP01433,54,Female,Sales,Sales Executive,145909.0,0,Yes,2.0,1.0,32,4,38,Yes
EMP01434,42,Female,IT,Developer,25005.0,0,Yes,1.0,4.0,7,3,35,Yes
EMP01435,50,Male,Sales,Sales Manager,116801.0,3,No,3.0,4.0,6,1,35,No
EMP01436,43,Female,Sales,Sales Executive,144466.0,8,No,5.0,3.0,64,4,32,No
EMP01437,30,Female,Operations,Operations Manager,101948.0,17,No,4.0,4.0,78,3,24,No
EMP01438,53,Male,Finance,Financial Analyst,71629.0,0,Yes,4.0,1.0,63,1,34,Yes
EMP01439,39,Male,Finance,Accountant,68473.0,10,No,1.0,4.0,69,4,4,No
EMP01440,57,Male,IT,Data Analyst,79145.0,12,No,4.0,2.0,27,4,27,No
EMP01441,59,Male,Operations,Operations Executive,79499.0,2,Yes,2.0,5.0,42,5,39,Yes
EMP01442,26,Male,Sales,Sales Executive,67723.0,3,No,3.0,5.0,29,3,29,No
EMP01443,35,Male,Operations,Operations Manager,88001.0,6,Yes,3.0,4.0,43,5,16,No
EMP01444,53,Female,HR,Recruiter,99081.0,5,No,3.0,3.0,50,1,15,No
EMP01445,39,Female,Marketing,Marketing Executive,55806.0,11,No,3.0,5.0,43,1,10,No
EMP01446,55,Female,Marketing,SEO Specialist,104180.0,13,No,5.0,1.0,13,5,37,No
EMP01447,30,Female,HR,HR Executive,93774.0,7,Yes,3.0,1.0,75,3,34,Yes
EMP01448,40,Male,Marketing,SEO Specialist,63197.0,18,No,3.0,2.0,32,3,27,No
EMP01449,40,Male,Finance,Financial Analyst,25434.0,0,Yes,5.0,3.0,73,1,8,No
EMP01450,34,Female,Marketing,SEO Specialist,102097.0,17,Yes,3.0,4.0,20,5,3,No
EMP01451,36,Male,Marketing,SEO Specialist,147540.0,1,Yes,3.0,1.0,72,3,23,Yes
EMP01452,30,Female,Operations,Operations Manager,42974.0,8,Yes,5.0,1.0,30,1,9,No
EMP01453,54,Male,Marketing,Marketing Executive,30700.0,0,No,1.0,4.0,74,4,26,No
EMP01454,36,Female,Operations,Operations Executive,25026.0,5,Yes,4.0,3.0,68,2,35,No
EMP01455,33,Male,IT,System Admin,84220.0,5,No,4.0,2.0,56,5,38,No
EMP01456,38,Female,Finance,Financial Analyst,98202.0,8,No,2.0,1.0,41,4,38,No
EMP01457,41,Female,IT,Data Analyst,60200.0,8,Yes,2.0,3.0,67,5,23,Yes
EMP01458,40,Female,Sales,Sales Manager,134366.0,12,Yes,4.0,3.0,66,3,27,No
EMP01459,33,Male,Operations,Operations Manager,89289.0,13,Yes,1.0,4.0,54,4,35,Yes
EMP01460,52,Male,Operations,Operations Manager,25981.0,5,No,5.0,1.0,13,4,9,No
EMP01461,34,Male,Finance,Accountant,109511.0,15,Yes,2.0,2.0,18,3,38,Yes
EMP01462,57,Male,IT,Data Analyst,70610.0,13,No,4.0,4.0,52,4,31,No
EMP01463,28,Male,IT,Data Analyst,117104.0,7,Yes,2.0,1.0,56,5,37,Yes
EMP01464,38,Male,Marketing,Marketing Executive,46346.0,5,No,4.0,4.0,55,5,35,No
EMP01465,30,Female,IT,Developer,114100.0,5,Yes,3.0,4.0,34,4,36,Yes
EMP01466,57,Male,Finance,Accountant,87539.0,7,No,2.0,2.0,13,1,13,Yes
EMP01467,53,Male,Sales,Sales Executive,111058.0,1,No,5.0,5.0,51,3,27,No
EMP01468,58,Male,Finance,Financial Analyst,82435.0,10,No,4.0,1.0,32,4,18,Yes
EMP01469,25,Male,Operations,Operations Executive,37454.0,13,No,2.0,4.0,19,2,17,No
EMP01470,43,Male,Sales,Sales Manager,79583.0,11,Yes,5.0,5.0,6,4,28,No
EMP01471,48,Female,HR,Recruiter,28491.0,8,No,3.0,1.0,54,5,1,No
EMP01472,37,Male,IT,Data Analyst,33981.0,17,No,1.0,4.0,23,1,5,Yes
EMP01473,31,Female,Operations,Operations Manager,43680.0,14,No,4.0,5.0,56,4,15,No
EMP01474,47,Male,HR,Recruiter,91905.0,13,No,2.0,2.0,21,5,14,Yes
EMP01475,34,Female,Finance,Financial Analyst,26711.0,8,Yes,2.0,1.0,27,1,27,Yes
EMP01476,38,Female,Sales,Sales Manager,27246.0,19,No,3.0,4.0,67,4,39,No
EMP01477,27,Female,IT,Data Analyst,26082.0,8,Yes,5.0,1.0,66,1,18,Yes
EMP01478,23,Female,IT,System Admin,118709.0,1,No,5.0,5.0,60,4,32,No
EMP01479,49,Male,Operations,Operations Executive,83584.0,13,No,4.0,2.0,40,2,3,Yes
EMP01480,28,Female,Operations,Operations Executive,81381.0,15,Yes,5.0,3.0,38,3,16,Yes
EMP01481,48,Male,Operations,Operations Executive,115341.0,8,Yes,2.0,2.0,30,1,36,Yes
EMP01482,36,Male,Finance,Accountant,42229.0,17,No,2.0,1.0,65,4,10,Yes
EMP01483,45,Female,IT,Developer,82788.0,1,No,4.0,3.0,44,1,33,No
EMP01484,30,Male,HR,HR Executive,65324.0,15,Yes,2.0,4.0,27,3,25,No
EMP01485,34,Male,Sales,Sales Executive,104858.0,10,Yes,1.0,5.0,17,3,20,Yes
EMP01486,53,Female,Sales,Sales Executive,144095.0,7,Yes,5.0,3.0,74,4,39,Yes
EMP01487,42,Female,Sales,Sales Executive,123303.0,9,No,2.0,2.0,33,1,17,No
EMP01488,40,Female,Finance,Accountant,85263.0,16,No,5.0,5.0,68,5,19,No
EMP01489,38,Female,Finance,Financial Analyst,91084.0,0,Yes,1.0,2.0,6,3,32,Yes
EMP01490,26,Male,Sales,Sales Manager,99526.0,4,No,4.0,3.0,52,5,16,No
EMP01491,52,Male,Finance,Financial Analyst,121319.0,1,No,5.0,3.0,13,3,11,No
EMP01492,30,Female,IT,Developer,119266.0,19,Yes,5.0,2.0,26,5,9,Yes
EMP01493,26,Female,Finance,Accountant,119410.0,7,Yes,1.0,5.0,69,2,39,Yes
EMP01494,26,Male,Operations,Operations Manager,103229.0,16,Yes,2.0,5.0,74,3,10,Yes
EMP01495,55,Male,Marketing,SEO Specialist,65178.0,11,Yes,4.0,3.0,70,4,5,No
EMP01496,46,Male,Finance,Financial Analyst,97354.0,2,Yes,5.0,3.0,76,4,34,Yes
EMP01497,25,Female,Sales,Sales Executive,53793.0,19,No,1.0,2.0,29,4,38,No
EMP01498,35,Male,Sales,Sales Manager,109482.0,14,Yes,5.0,5.0,50,1,7,No
EMP01499,42,Female,Sales,Sales Manager,140123.0,14,Yes,2.0,1.0,73,4,16,Yes
EMP01500,23,Female,Operations,Operations Manager,63669.0,14,Yes,2.0,5.0,45,5,11,No
EMP01501,50,Female,Marketing,SEO Specialist,126124.0,10,No,1.0,4.0,23,2,17,Yes
EMP01502,38,Male,Finance,Accountant,136067.0,9,Yes,1.0,2.0,22,5,32,Yes
EMP01503,37,Male,Finance,Financial Analyst,92641.0,17,No,2.0,1.0,11,4,34,No
EMP01504,42,Female,IT,System Admin,103930.0,2,No,5.0,4.0,74,4,18,No
EMP01505,59,Female,Sales,Sales Executive,58939.0,15,No,3.0,4.0,55,3,4,No
EMP01506,34,Female,Sales,Sales Manager,57925.0,12,Yes,2.0,3.0,52,4,33,Yes
EMP01507,31,Female,HR,HR Executive,92346.0,17,Yes,1.0,3.0,45,2,23,No
EMP01508,25,Female,IT,System Admin,96427.0,5,Yes,5.0,1.0,65,3,11,Yes
EMP01509,29,Female,Operations,Operations Manager,32282.0,17,Yes,4.0,4.0,14,4,14,Yes
EMP01510,23,Male,Operations,Operations Manager,37318.0,17,Yes,4.0,5.0,24,1,35,No
EMP01511,54,Male,Sales,Sales Executive,84618.0,5,Yes,3.0,4.0,65,4,3,Yes
EMP01512,53,Male,Finance,Financial Analyst,87539.0,6,No,5.0,4.0,40,5,9,No
EMP01513,32,Male,Finance,Financial Analyst,79913.0,16,Yes,3.0,3.0,54,3,35,No
EMP01514,32,Female,IT,Developer,49667.0,19,Yes,1.0,3.0,5,3,5,No
EMP01515,55,Male,Finance,Accountant,111209.0,3,No,2.0,5.0,9,4,2,No
EMP01516,51,Male,Operations,Operations Executive,47525.0,17,Yes,4.0,2.0,26,3,19,Yes
EMP01517,57,Female,Sales,Sales Executive,66850.0,13,Yes,4.0,4.0,32,2,36,No
EMP01518,30,Male,Finance,Accountant,94180.0,11,Yes,2.0,4.0,35,3,25,No
EMP01519,26,Male,Sales,Sales Executive,105730.0,18,No,1.0,4.0,11,3,15,No
EMP01520,27,Male,Sales,Sales Manager,55008.0,18,Yes,4.0,1.0,23,3,15,Yes
EMP01521,44,Female,Sales,Sales Executive,106981.0,2,Yes,3.0,2.0,29,3,20,Yes
EMP01522,43,Female,Sales,Sales Executive,114976.0,17,No,2.0,5.0,33,2,13,No
EMP01523,44,Female,Operations,Operations Manager,78619.0,3,Yes,1.0,4.0,71,5,2,No
EMP01524,36,Female,Operations,Operations Executive,74349.0,0,Yes,3.0,4.0,67,1,39,Yes
EMP01525,47,Female,Sales,Sales Executive,142771.0,11,Yes,5.0,4.0,18,4,20,Yes
EMP01526,59,Male,Sales,Sales Manager,121819.0,9,No,5.0,1.0,38,1,37,No
EMP01527,36,Male,HR,Recruiter,64776.0,7,No,2.0,5.0,37,5,18,Yes
EMP01528,31,Male,HR,HR Executive,112520.0,3,Yes,5.0,2.0,28,1,31,Yes
EMP01529,49,Male,Operations,Operations Manager,135716.0,5,Yes,5.0,2.0,29,5,21,Yes
EMP01530,23,Male,Finance,Accountant,143559.0,16,Yes,5.0,4.0,48,3,2,Yes
EMP01531,35,Female,HR,HR Executive,76603.0,14,No,2.0,4.0,13,5,27,Yes
EMP01532,56,Male,Operations,Operations Manager,87670.0,12,Yes,1.0,5.0,40,5,3,Yes
EMP01533,49,Female,HR,Recruiter,148120.0,7,No,5.0,1.0,18,3,15,No
EMP01534,29,Male,HR,HR Executive,118885.0,4,Yes,3.0,4.0,20,4,24,No
EMP01535,52,Male,Operations,Operations Manager,70538.0,5,No,5.0,3.0,79,3,28,No
EMP01536,54,Male,IT,Data Analyst,104183.0,15,Yes,3.0,2.0,37,4,3,Yes
EMP01537,34,Male,HR,HR Executive,29920.0,11,No,5.0,5.0,25,4,21,No
EMP01538,42,Female,Marketing,Marketing Executive,105253.0,10,Yes,5.0,1.0,69,4,14,No
EMP01539,43,Male,IT,Developer,35807.0,1,Yes,3.0,3.0,46,4,21,Yes
EMP01540,52,Female,HR,Recruiter,148990.0,9,Yes,2.0,4.0,34,5,32,Yes
EMP01541,43,Male,HR,HR Executive,66576.0,6,No,5.0,4.0,47,4,19,No
